app_id,platform,country,channel_id,sub_campaign_id,install_date,spend,revenue,clicks,impressions,installs
5f3f78ff34aaa53b5b19f747,android,BD,0,N/A,2025-02-06,0,"0,0129718463",0,0,6
5f3f78ff34aaa53b5b19f747,android,CA,0,N/A,2025-02-02,0,"0,105984846",0,0,6
5f3f78ff34aaa53b5b19f747,android,ET,0,fd51c91a-8877-4ca8-ac73-b82c65fb13ab,2025-02-06,0,"0,0002634471",0,0,6
5f3f78ff34aaa53b5b19f747,android,RU,0,fd51c91a-8877-4ca8-ac73-b82c65fb13ab,2025-02-04,0,"4,4509267084",0,0,42
5f3f78ff34aaa53b5b19f747,android,PS,0,fd51c91a-8877-4ca8-ac73-b82c65fb13ab,2025-02-06,0,"0,0961697765",0,0,6
5f3f78ff34aaa53b5b19f747,android,QA,0,fd51c91a-8877-4ca8-ac73-b82c65fb13ab,2025-02-06,0,"0,036",0,0,6
5f3f78ff34aaa53b5b19f747,ios,AM,0,b3502483-1953-481b-b7f0-d06065fc67f1,2025-02-06,0,"0,0045708302",0,0,6
5f3f78ff34aaa53b5b19f747,ios,CA,0,b3502483-1953-481b-b7f0-d06065fc67f1,2025-02-04,0,"1,8125921278",0,0,24
5f3f78ff34aaa53b5b19f747,ios,BE,0,b3502483-1953-481b-b7f0-d06065fc67f1,2025-02-06,0,"4,0355659962",0,0,6
5f3f78ff34aaa53b5b19f747,android,MX,0,fd51c91a-8877-4ca8-ac73-b82c65fb13ab,2025-02-06,0,"1,9590792697",0,0,54
5f3f78ff34aaa53b5b19f747,android,DE,0,fd51c91a-8877-4ca8-ac73-b82c65fb13ab,2025-02-06,0,"0,000495",0,0,12
5f3f78ff34aaa53b5b19f747,android,ID,0,fd51c91a-8877-4ca8-ac73-b82c65fb13ab,2025-02-06,0,"0,0175520888",0,0,18
5f3f78ff34aaa53b5b19f747,android,NI,0,fd51c91a-8877-4ca8-ac73-b82c65fb13ab,2025-02-06,0,"0,1444582169",0,0,6
5f3f78ff34aaa53b5b19f747,android,US,0,fd51c91a-8877-4ca8-ac73-b82c65fb13ab,2025-02-01,0,"36,520023446",0,0,168
5f3f78ff34aaa53b5b19f747,android,EC,0,N/A,2025-02-06,0,"0,008821128",0,0,6
5f3f78ff34aaa53b5b19f747,android,TH,0,fd51c91a-8877-4ca8-ac73-b82c65fb13ab,2025-01-25,0,"0,020917413",0,0,24
5f3f78ff34aaa53b5b19f747,android,US,15,179471072624,2025-01-13,0,"2,2404997051",0,0,0
5f3f78ff34aaa53b5b19f747,android,NL,0,fd51c91a-8877-4ca8-ac73-b82c65fb13ab,2025-02-05,0,"0,000264851",0,0,6
5f3f78ff34aaa53b5b19f747,android,PG,0,fd51c91a-8877-4ca8-ac73-b82c65fb13ab,2025-02-06,0,"0,0090233895",0,0,6
5f3f78ff34aaa53b5b19f747,android,IQ,0,google-search-fd51c91a-8877-4ca8-ac73-b82c65fb13ab,2025-02-06,0,"0,01774902",0,0,6
5f3f78ff34aaa53b5b19f747,android,PK,0,fd51c91a-8877-4ca8-ac73-b82c65fb13ab,2025-02-02,0,"0,0086062704",0,0,18
5f3f78ff34aaa53b5b19f747,android,ES,0,google-search-fd51c91a-8877-4ca8-ac73-b82c65fb13ab,2025-02-04,0,"0,0556916629",0,0,6
5f3f78ff34aaa53b5b19f747,android,BR,0,fd51c91a-8877-4ca8-ac73-b82c65fb13ab,2025-02-05,0,"0,2678174541",0,0,114
5f3f78ff34aaa53b5b19f747,ios,MN,0,b3502483-1953-481b-b7f0-d06065fc67f1,2025-02-05,0,"4,5387783868",0,0,12
5f3f78ff34aaa53b5b19f747,ios,BR,0,b3502483-1953-481b-b7f0-d06065fc67f1,2025-02-02,0,"4,0920490657",0,0,54
5f3f78ff34aaa53b5b19f747,ios,MX,0,b3502483-1953-481b-b7f0-d06065fc67f1,2025-01-31,0,"2,5534052509",0,0,48
5f3f78ff34aaa53b5b19f747,android,IN,0,fd51c91a-8877-4ca8-ac73-b82c65fb13ab,2025-02-03,0,"0,4189268145",0,0,30
5f3f78ff34aaa53b5b19f747,android,PE,0,N/A,2025-02-17,0,"0,2888367292",0,0,18
5f3f78ff34aaa53b5b19f747,android,RU,0,N/A,2025-02-20,0,"0,2170611301",0,0,54
5f3f78ff34aaa53b5b19f747,ios,MY,0,N/A,2025-02-20,0,"0,5422295927",0,0,18
5f3f78ff34aaa53b5b19f747,ios,US,0,N/A,2025-02-19,0,"25,01534015",0,0,186
5f3f78ff34aaa53b5b19f747,ios,PH,0,N/A,2025-02-19,0,"0,3540213081",0,0,6
5f3f78ff34aaa53b5b19f747,android,PH,0,N/A,2025-02-16,0,"0,157193114",0,0,60
5f3f78ff34aaa53b5b19f747,android,KZ,0,N/A,2025-02-19,0,"0,3007049268",0,0,6
5f3f78ff34aaa53b5b19f747,android,PT,0,N/A,2025-02-20,0,"0,0046281233",0,0,6
5f3f78ff34aaa53b5b19f747,android,KW,0,N/A,2025-02-20,0,"0,128337228",0,0,12
5f3f78ff34aaa53b5b19f747,android,DE,0,N/A,2025-02-20,0,"0,5011098565",0,0,18
5f3f78ff34aaa53b5b19f747,ios,RU,0,N/A,2025-02-08,0,"4,7420887785",0,0,36
5f3f78ff34aaa53b5b19f747,ios,TH,0,N/A,2025-02-20,0,"2,206556374",0,0,6
5f3f78ff34aaa53b5b19f747,android,DE,0,N/A,2025-02-15,0,"0,272591874",0,0,18
5f3f78ff34aaa53b5b19f747,android,EG,0,N/A,2025-02-14,0,"0,0328975461",0,0,12
5f3f78ff34aaa53b5b19f747,android,TR,0,N/A,2025-02-20,0,"0,1139558175",0,0,6
5f3f78ff34aaa53b5b19f747,android,RO,0,N/A,2025-02-14,0,"0,1784387487",0,0,12
5f3f78ff34aaa53b5b19f747,android,ZA,0,N/A,2025-02-20,0,0,0,0,6
5f3f78ff34aaa53b5b19f747,android,AU,0,N/A,2025-02-16,0,"4,8155202055",0,0,12
5f3f78ff34aaa53b5b19f747,android,BR,0,fd51c91a-8877-4ca8-ac73-b82c65fb13ab,2025-01-31,0,"1,4097450346",0,0,84
5f3f78ff34aaa53b5b19f747,ios,ID,0,N/A,2025-02-20,0,"0,0634163633",0,0,6
5f3f78ff34aaa53b5b19f747,ios,HN,0,N/A,2025-02-20,0,"0,1260449005",0,0,6
5f3f78ff34aaa53b5b19f747,ios,GB,0,N/A,2025-02-19,0,"6,0131356558",0,0,72
5f3f78ff34aaa53b5b19f747,android,ML,0,N/A,2025-02-20,0,0,0,0,6
5f3f78ff34aaa53b5b19f747,android,BT,0,N/A,2025-02-20,0,0,0,0,6
5f3f78ff34aaa53b5b19f747,ios,NO,0,N/A,2025-02-20,0,"0,0028938961",0,0,6
5f3f78ff34aaa53b5b19f747,ios,AU,0,N/A,2025-02-18,0,"2,2406931145",0,0,24
5f3f78ff34aaa53b5b19f747,android,RU,0,N/A,2025-02-08,0,"0,4209115355",0,0,66
5f3f78ff34aaa53b5b19f747,android,UY,0,N/A,2025-02-08,0,"0,1019919798",0,0,6
5f3f78ff34aaa53b5b19f747,android,IT,0,N/A,2025-02-08,0,"0,8534202803",0,0,12
5f3f78ff34aaa53b5b19f747,android,GY,0,N/A,2025-02-08,0,"0,052345662",0,0,12
5f3f78ff34aaa53b5b19f747,android,MX,0,N/A,2025-02-08,0,"0,6304968408",0,0,54
5f3f78ff34aaa53b5b19f747,android,BY,0,N/A,2025-02-08,0,"0,0076978633",0,0,6
5f3f78ff34aaa53b5b19f747,ios,TN,0,N/A,2025-02-08,0,"0,0321008774",0,0,6
5f3f78ff34aaa53b5b19f747,ios,VE,0,N/A,2025-02-08,0,"0,2136054513",0,0,6
5f3f78ff34aaa53b5b19f747,android,NI,0,N/A,2025-02-08,0,"0,4959390133",0,0,6
5f3f78ff34aaa53b5b19f747,android,SE,0,N/A,2025-02-08,0,"0,1690164469",0,0,12
5f3f78ff34aaa53b5b19f747,ios,SV,0,N/A,2025-02-08,0,"0,2743121799",0,0,12
5f3f78ff34aaa53b5b19f747,android,MX,0,N/A,2025-01-30,0,"0,0079687438",0,0,6
5f3f78ff34aaa53b5b19f747,android,GE,0,N/A,2025-02-08,0,0,0,0,6
5f3f78ff34aaa53b5b19f747,ios,MA,0,b3502483-1953-481b-b7f0-d06065fc67f1,2025-01-28,0,"0,0679643459",0,0,6
5f3f78ff34aaa53b5b19f747,ios,SA,0,N/A,2025-02-08,0,"0,5462094072",0,0,24
5f3f78ff34aaa53b5b19f747,android,HU,0,fd51c91a-8877-4ca8-ac73-b82c65fb13ab,2025-02-07,0,"0,5990280973",0,0,12
5f3f78ff34aaa53b5b19f747,ios,KE,0,N/A,2025-02-08,0,"0,1162161605",0,0,6
5f3f78ff34aaa53b5b19f747,android,AU,0,N/A,2025-02-08,0,"0,0126011695",0,0,12
5f3f78ff34aaa53b5b19f747,ios,SK,0,N/A,2025-02-08,0,"0,0041201899",0,0,6
5f3f78ff34aaa53b5b19f747,ios,NO,0,N/A,2025-02-08,0,0,0,0,6
